id,name,frequency
1,PQB,90
2,DQB,60
3,APB,51
4,RB,119
5,FB,13
6,WR,308
7,TE,124
8,OT,188
9,OG,188
10,OC,94
11,DT,179
12,WDE,153
13,SDE,153
14,ILB,132
15,OLB,174
16,CB,240
17,S,174
18,K,52
19,ATH,173
